smiles,COVID_O60885,COVID_O96028,COVID_P00750,COVID_P05556,COVID_P06280,COVID_P09884,COVID_P12268,COVID_P14735,COVID_P17612,COVID_P19784,COVID_P21964,COVID_P25440,COVID_P26358,COVID_P27448,COVID_P33527,COVID_P48556,COVID_P55085,COVID_P55789,COVID_P62873,COVID_P67870,COVID_Q13443,COVID_Q13546,COVID_Q7KZI7,COVID_Q8WTV0,COVID_Q92769,COVID_Q99720,COVID_Q9H773,COVID_Q9H7Z7,COVID_Q9P0L2,COVID_Q9UHD2,COVID_Q9UHI8,COVID_ncats_3clpro,COVID_ncats_ace2_enzyme,COVID_ncats_spike_ace2_ppi,COVID_reframedb_plpro,HIV_ccr5,HIV_cd4,HIV_cxcr4,HIV_integrase,HIV_protease,HIV_reverse_transcriptase,HIV_reverse_transcriptase2
CNc1ccccc1C(=O)N/N=C/c1cccc([N+](=O)[O-])c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C1c2ccccc2S[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)CN12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C1CCS[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H](CO)N12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(F)cc3)CC2)nc2ccsc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1ccc(-c2csc(N/N=C3\C(=O)Nc4ccccc43)n2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(C)c(Oc2cc(Cl)nc(NC3CCN(Cc4ccc(S(C)(=O)=O)cc4)CC3)c2)c(C)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(C)c(Oc2cc(Cl)nc(Nc3ccc(CN4CCOCC4)cc3)c2)c(C)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
COC(=O)CS(=O)(=O)c1cnc(Nc2ccc(C#N)cc2)nc1Oc1c(C)cc(C#N)cc1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)ncc1SCC(=O)N1CC[C@H](NC(=O)OC(C)(C)C)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3)CC2)nc2ccn(S(=O)(=O)c3ccccc3)c12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
N#Cc1cc(Cl)cc(Oc2c(CCOc3ccncc3)c[nH]c(=O)c2Br)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
N#Cc1cc(Cl)cc(Oc2c(Cc3ccccc3)c[nH]c(=O)c2Br)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1ccccc1CCS(=O)(=O)n1c(=O)[nH]c2ccc(Cl)cc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1ccc(CCS(=O)(=O)n2c(=O)[nH]c3ccc(Cl)cc32)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(Br)cc(C)c1Oc1nc(Nc2ccc([N+](=O)[O-])cc2)cn2ccnc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CCc1c(C(=O)c2cc(F)cc(F)c2)nc(SCc2ccc(OC)cc2)[nH]c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CNc1cc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)ccn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
COc1cc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)ccn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(C)cc(S(=O)(=O)n2c(OCC(=O)Nc3ccc(S(C)(=O)=O)cc3Cl)nc3ccccc32)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
COC(=O)c1ccc(NC(=O)CSc2nc3ccc(Cl)cc3n2S(=O)(=O)c2cc(C)cc(C)c2)c(Cl)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C1CS[C@H]2[C@H](O)[C@H](O)[C@H](O)CN12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C(CSc1nccnc1-c1ccccc1Cl)Nc1ccccc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCc3cccnc3)[nH]c3ccc(Cl)cc23)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
O=c1nc(Nc2ccc(-c3ccccc3)cc2)c2cccnc2n1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CCc1ccc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CC[C@H]1C[C@@H](n2c(=O)nc(-c3cnn(C)c3)c3oc4ncc(-c5cn(C)cn5)cc4c32)CCO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CC[C@H]1C[C@@H](n2c(=O)nc(-c3cnn(C)c3)c3oc4cnc(-c5cn(C)cn5)cc4c32)CCO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cn1cc(-c2cnc3oc4c(-c5cn(C)nn5)nc(=O)n(CCC5CCCO5)c4c3c2)cn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
COc1cncc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CC[C@H]1C[C@@H](n2c(=O)nc(-c3ccc(NC)nc3)c3oc4ncc(-c5cnn(C)c5)cc4c32)CCO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cn1cc(-c2cnc3oc4c(-c5cnn(C)c5)nc(=O)n(CCC5CCCO5)c4c3c2)cn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
O=c1[nH]c(-c2ccccc2)nc2sc3c(c12)CCCCC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cn1cc(-c2cnc3oc4c(-c5ccc(=O)[nH]c5)nc(=O)n(CCC5CCCO5)c4c3c2)cn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
COc1ccc2c(c1)N(C(=O)OC(C)C)[C@@H](CSC)C(=O)N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CCOC(=O)[C@@H]1C[C@@]12C(=O)Nc1ccc(Cl)cc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
O=C(Oc1cccc(Cn2ccc(=O)[nH]c2=O)c1)c1cc(Cl)cc(Cl)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C(NCc1ccc(Cl)cc1)c1ncc2cccnc2c1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
O=c1nc(NCc2ccc(-c3ccccc3)cc2)c2cccnc2n1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
O=c1nc(NCc2cccc(CN3CCOCC3)c2)c2cccnc2n1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(C#N)cc(C)c1Nc1ccnc(NC2CCN(c3cccc(C(N)=O)c3)CC2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CCOC(=O)c1c(O)c(=O)[nH]c2ccc(Cl)cc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C(O)c1c(O)c(=O)[nH]c2c(F)cccc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C(O)c1ccc(Cn2cc(O)c(=O)c(C(=O)O)c2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1c(Cc2c(Cl)cccc2Cl)nc(N(C)Cc2ccc(N3CCOCC3)cc2)[nH]c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CC(C)=CCOc1c(CC=C(C)C)c(O)nc2ccccc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CCOC(=O)c1c(O)c(=O)[nH]c2c(F)cccc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(NCCN2CCN(C)CC2)nc(Nc2ccc(C#N)cc2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C(O)c1nc(-c2ccc(Br)cc2)nc(O)c1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Nc1ncnc2c1ncn2CCc1nc(O)c(O)c(C(=O)O)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
C=C(C(=O)O)[C@@H]1CC[C@H]2[C@]3(C)CC[C@H]([C@H](C)CC(=O)C=C(C)C)[C@@]3(C)CC[C@]23C[C@]13CCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CC1CCCCC1Oc1cc(CCc2ccccc2)[nH]c(=O)c1Br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CCOC(=O)c1c(OC2CC(C)CC(C)(C)C2)cc(Cc2ccccc2)[nH]c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CCC1C(Cc2cccc(C)c2)=C(N(C)CCO)C(=O)NC1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(C)cc(Cc2c(C)c(C)[nH]c(=O)c2N(C)C)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(Br)c(Oc2cc(Nc3ccc(C#N)cc3)nnc2Cl)c(Br)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CCc1c(C(=O)c2cc(C)cc(C)c2)n(CC2CCCCC2)c(=O)[nH]c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(C)cc(Sc2c(C(C)C)c(=O)[nH]c(=O)n2CC2CC=CC2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
N#Cc1ccc(Nc2nccc(NCc3cccc(C(F)(F)F)c3)n2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(C#N)cc(C)c1Oc1ccc([N+](=O)[O-])c(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3)CC2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
O=C1c2ccccc2S[C@H]2[C@@H](O)[C@@H](O)[C@H](O)CN12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C1c2cccnc2S[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C1c2ccccc2S[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cnc(Nc2ccc(C#N)cc2)nc1OCC(=O)Nc1ccccc1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
N#Cc1ccc(Nc2nccc(NCc3ccccc3F)n2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
O=C(O)c1cn(Cc2ccc(F)cc2F)cc(O)c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C(O)c1cn(Cc2ccc(Br)cc2)cc(O)c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CCN(Cc1ccc2occc2c1)c1nc(O)nc(Nc2c(F)cccc2-c2ccccc2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
COc1ccc(OCCOCCOCCOCCOCC#Cc2cn([C@H]3C=C[C@@H](CO)O3)c(=O)[nH]c2=O)c(CCNC(=S)Nc2ccc(Br)cn2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
COc1cc(Cc2cnc(/N=C3\C(=O)N(CN4CCN(c5cc6c(cc5F)c(=O)c(C(=O)O)cn6C5CC5)CC4)c4ccc(Cl)cc43)nc2N)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(C)c(Oc2nc(NC3CCN(Cc4ccc(F)cc4F)CC3)nc3ccsc23)c(C)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
COCCNc1cc(Oc2c(C)cc(/C=C/C#N)cc2C)nc(Nc2ccc(C#N)cc2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(NCCN2CCOCC2)nc(Nc2ccc(C#N)cc2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CC1=C(Sc2cc(Cl)cc(Cl)c2)C(COCCO)C(=O)NC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1c(C(=O)OC[C@H]2O[C@@H]3OC(C)(C)O[C@@H]3[C@H]2OCc2ccccc2)nnn1Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CO[C@@H]1O[C@H](COC(=O)c2nnn(Cc3ccccc3)c2C)[C@H]2OC(C)(C)O[C@@H]12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3cc(=O)[nH]c(=O)[nH]3)CC2)nc2ccsc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CC(C)=CCN1C(C)C(=O)Nc2ccc(Cl)cc2S1(=O)=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CNc1ccc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)c(C)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1ccc(CNc2ccnc(Nc3ccc(C#N)cc3)n2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
COc1ccc(CNc2ccnc(Nc3ccc(C#N)cc3)n2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
O=c1ccn([C@@H]2O[C@H](CNCc3ccc(Cl)cc3)[C@@H](O)[C@H]2O)c(=O)[nH]1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)n(N)c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2)cc(O)c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C(O)c1cn(Cc2ccc(-c3cccnc3)cc2)cc(O)c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)([S-])OP(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
COc1ccc(-c2cnc3ncnc(NCc4nc(O)c(O)c(C(=O)O)n4)c3c2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(NCCN(C)C)nc(Nc2ccc(C#N)cc2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(NCCN(C)C)nc(Nc2ccc(C#N)cc2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1ccc(Nc2nc(O)nc(Nc3ccc(C)cc3)n2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=c1nc(NCc2ccc(-c3ccncc3)cc2)c2cccnc2n1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
O=C(OC1C=CC(n2ccc(=O)[nH]c2=O)C1)c1cc(Cl)cc(Cl)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3ccc(Cl)cc3)[nH]c3ccc(Cl)cc23)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(C)cc(Cn2c(=O)ccn(CC(=O)Nc3ccccc3C)c2=O)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(C)cc(Cn2c(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3Cl)nc3ccc(Cl)cc32)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
COc1ccc(OCCOCCOCC#Cc2cn([C@H]3C=C[C@@H](CO)O3)c(=O)[nH]c2=O)c(CCNC(=S)Nc2ccc(Br)cn2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
OC[C@@H]1O[C@H](n2cnc3c(NCCc4ccc(O)c(O)c4)ncnc32)[C@@H](O)[C@@H]1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
COc1ccc(/C=N/NC(=O)c2ccc(O)c(CN(C)C)c2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(C#N)ccc1-c1ccnc(NCc2n[nH]c(-c3ccccc3)c2Cl)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
O=C1CN(S(=O)(=O)c2ccccc2F)c2cc(Cl)ccc2N1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fc1cccc(-c2ccccc2)c1Nc1nc(Cl)nc(NCc2ccc3occc3c2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cccc(-c2ccccc2)c1Oc1nc(O)nc(NCc2ccc3occc3c2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1ccc(S(=O)(=O)N/N=C2/C(=O)Nc3c(Cl)cc(Cl)cc32)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@]3(C=CS(=O)(=O)O3)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)n(C)c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=c1nc(NCC2CC2)c2cccnc2n1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1[nH]c(=O)c(Br)c(Oc2cc(Cl)cc(C#N)c2)c1Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CN1C(=O)c2cccn2S(=O)(=O)c2cc(Cl)ccc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CCc1[nH]c(=O)c(N(C)C)c(Cc2cc(C)cc(C)c2)c1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CC(C)c1c(OC2CCCCC2C)cc(CCc2ccccc2)[nH]c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CC1CCCCC1Oc1cc(CCc2ccccc2)[nH]c(=O)c1I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CCOC(=O)c1c(OC2CCC(C)CC2)cc(Cc2ccccc2)[nH]c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CCOC(=O)c1c(OC2CCCC(C)C2)cc(Cc2ccccc2)[nH]c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CCOC(=O)c1c(OC2CCCCC2C)cc(Cc2ccccc2)[nH]c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCN(C)CC3)ccc2c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CC(C)c1c(OC2CCCCC2C)cc(Cc2ccc(Cl)cc2)[nH]c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CC(C)c1c(OC2CCCCC2C)cc(Cc2ccc(F)cc2)[nH]c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CC1CCCCC1Oc1cc(Cc2ccccc2)[nH]c(=O)c1I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CC1CCCCC1Oc1cc(Cc2ccccc2)[nH]c(=O)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(O)c(=O)c(O)c2c1C[C@@H](C(C)(O)CNCc1ccccc1F)CC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
N#Cc1cccc(C(=O)OC2C=CC(n3ccc(=O)n(Cc4ccccc4)c3=O)C2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
COc1ccccc1NC(=O)Cn1ccc(=O)n(Cc2cc(C)cc(C)c2)c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(Br)cc(Cn2c(=O)ccn(CC(=O)Nc3ccccc3)c2=O)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C(Oc1ccc(Cn2ccc(=O)n(Cc3ccccc3)c2=O)cc1)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C(Oc1ccc(Cn2ccc(=O)[nH]c2=O)cc1)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3ccccc3[N+](=O)[O-])[nH]c3ccc(Cl)cc23)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
O=C(OC1C=CC(n2ccc(=O)[nH]c2=O)C1)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(C#N)ccc1-c1ccnc(NCc2n[nH]c(-c3ccccn3)c2Cl)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cccc(-c2ccoc2)c1Nc1nc(O)nc(N(C)Cc2ccc3occc3c2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CN(Cc1ccc2occc2c1)c1nc(O)nc(Nc2ccccc2N2CCOCC2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Oc1nc(NCc2ccc3cc[nH]c3c2)nc(Nc2cccc(Br)c2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C1C[S+]([O-])[C@@H]2[C@H](O)[C@H](O)[C@H](O)CN12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=C1C(O)S[C@H]2[C@H](O)[C@H](O)[C@H](O)CN12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
O=c1[nH]c(-c2cccc(O)c2O)nc2sc3c(c12)CCCCC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CCOCn1c(C)c(CNc2cc(Cl)c(Cl)cc2Cl)c(=O)[nH]c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(C)c(Oc2cc(Nc3ccc(C#N)cc3)ncc2[N+](=O)[O-])c(C)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
NC(=O)C(CNC(=O)c1ccc(C[n+]2c(-c3ccccc3)c3cc(N)ccc3c3ccc(N)cc32)cc1)NC(=O)[C@@H](N)CCCNC(=O)c1ccc(C[n+]2c(-c3ccccc3)c3cc(N)ccc3c3ccc(N)cc32)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3ccccc3C(N)=O)CC2)ncc1Br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(c3ccc(Cl)c(C(N)=O)c3)CC2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cc(C(N)=O)ccc3Cl)CC2)ncc1Br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CC(C)Oc1ccc(-c2cnc3ncnc(NC(P(=O)(O)O)P(=O)(O)O)c3c2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cc1cc(C#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)ncc1C(=O)NCCC#N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
